word,log_freq,entropy,entropy_targeted,rounds,rounds_targeted
brugh,1.41,3.834168605239971,4.13519450076284,4.0,
bruhs,0.0,4.578603935348623,4.2919194068541735,4.0,
bruin,2.52,4.526201904062562,4.698016764648974,3.0,
bruit,1.74,4.585210002206744,4.891883952255978,4.0,
bruja,1.82,3.9569771718281648,3.891498871618381,3.0,
brujo,1.78,3.7793072597252566,3.8112406052093513,3.0,
brule,2.21,4.834965103819307,5.117668984897767,4.0,
brume,1.53,4.601048033225083,4.730228279469513,5.0,
brung,2.08,4.055737535437621,4.242735337301007,3.0,
brunt,3.12,4.43830442716994,4.789469708901192,4.0,3.0
brush,4.23,4.3738061518515385,4.489113046545975,4.0,3.0
brusk,0.0,4.320947478709272,4.228676089168777,3.0,
brust,1.94,4.677377617791176,4.858648958404828,4.0,
brute,3.42,4.861020347856476,5.149158727064334,4.0,3.0
bruts,0.0,4.92007365917874,4.6711159334803245,3.0,
bruvs,0.0,4.286593073791886,3.99801657436,4.0,
buats,0.0,5.13183823749142,4.712858972931063,4.0,
buaze,0.0,4.287826961251035,4.271276804608161,5.0,
bubal,0.0,3.78543046760121,3.800819902175221,5.0,
bubas,0.0,4.25709714773173,3.6644578832579113,5.0,
bubba,3.3,2.838382622848439,2.662054892435724,5.0,
bubbe,1.36,2.95599752620078,3.010068808046662,4.0,
bubby,2.13,2.4000354586547155,2.3533576820047686,6.0,
bubus,0.0,3.119040493280643,2.606597382565776,6.0,
buchu,1.16,2.8925358612658303,3.0181216107225106,4.0,
bucko,2.17,3.823015052528955,3.747626643769628,4.0,
bucks,4.19,4.176069608972714,3.6728467927259936,5.0,
bucku,0.0,2.876351198152788,2.8272275983185526,4.0,
budas,0.0,4.935729545547741,4.311832510865277,5.0,
buddy,4.4,3.2229761369890664,3.1264511080626654,5.0,4.0
buded,0.0,3.806750679444148,3.775217692544083,4.0,
budes,0.0,5.009499210314208,4.4969909290655,4.0,
budge,3.23,4.207658383358276,4.2720643363539255,5.0,4.0
budis,0.0,4.725280325813215,4.174125497668583,5.0,
budos,0.0,4.748267861032166,4.185024152028766,5.0,
buena,2.96,4.8344012226206825,4.77655544298997,4.0,
buffa,1.7,3.2165370561539146,3.1221343191347635,5.0,
buffe,0.0,3.3333849243620253,3.4652990492929048,5.0,
buffi,0.0,2.9694661890845526,2.925750458297199,5.0,
buffo,1.36,3.0337774951198826,3.033519812897757,4.0,
buffs,3.02,3.3946216904191746,2.9608656944128526,6.0,
buffy,3.42,2.7799008497740267,2.811326179774915,5.0,
bufos,0.0,4.405924161013309,3.932118130706996,5.0,
bufty,0.0,3.673274886635353,3.7678322088820737,5.0,
bugan,0.0,4.291435220703155,4.271688356467105,5.0,
buggy,3.32,3.00757850079502,3.0121521634971824,5.0,5.0
bugle,2.92,4.409851243989125,4.592816146893277,4.0,4.0
buhls,0.0,4.467016783385466,4.123800213180276,4.0,
buhrs,0.0,4.56881795836048,4.222416338589583,4.0,
buiks,0.0,4.572536893947767,3.981697577887104,4.0,
build,5.04,4.373826699610996,4.427341860034278,4.0,4.0
built,5.07,4.496060000761044,4.775009399825682,4.0,4.0
buist,1.61,4.688615180890583,4.7531674288219135,5.0,
bukes,0.0,4.830145383110068,4.211504055044485,5.0,
bukos,0.0,4.56568967038253,3.910481552960383,5.0,
bulbs,3.55,3.962708433982987,3.500831847700462,5.0,
bulge,3.24,4.422843033445646,4.565754994102855,5.0,4.0
bulgy,1.56,3.875674122388925,3.92394226717322,4.0,
bulks,1.99,4.475212686465701,3.9207663750232897,5.0,
bulky,3.3,3.860616618450549,3.74427395899708,4.0,4.0
bulla,2.24,3.927120349557984,3.882774132383647,4.0,
bulls,3.97,4.107253313508181,3.732880255203832,5.0,
bully,3.87,3.4911914352262614,3.5564935316635102,5.0,4.0
bulse,0.0,4.952797999819797,4.961303243743743,4.0,
bumbo,1.65,3.3459180580112635,3.160936162539268,4.0,
bumfs,0.0,4.058786295008039,3.512306260157627,5.0,
bumph,0.0,3.587198902124197,3.5763966723214065,5.0,
bumps,3.6,4.323075682221932,3.7019258938941055,5.0,
bumpy,3.18,3.706711623166629,3.55371001626568,5.0,
bunas,0.0,5.108656767954502,4.537709193283476,5.0,
bunce,2.26,4.468995951997362,4.717708062758431,4.0,
bunch,4.57,3.76770725916282,4.049414758270719,4.0,4.0
bunco,1.76,4.169586693851692,4.281503601985252,4.0,
bunde,1.03,4.54425223994481,4.588775439534437,4.0,
bundh,0.0,3.882013793022356,3.9653422938986624,5.0,
bunds,1.93,4.607284413484239,4.076586051298717,5.0,
bundt,2.15,4.172585138761455,4.302655224724305,4.0,
bundu,1.55,3.316283122168876,3.24995434566521,4.0,
bundy,3.2,4.004790462737434,3.936169179720207,4.0,
bungs,1.58,4.442786926329695,3.976124376216215,5.0,
bungy,1.62,3.8336720299548896,3.841188030496188,4.0,
bunia,1.08,4.696010062919848,4.494076000675159,4.0,
bunje,0.0,3.9542039549680927,3.965660677188965,4.0,
bunjy,0.0,3.398185579041061,3.308088621528515,5.0,
bunko,1.76,4.0850989619802505,3.906993729791004,4.0,
bunks,2.63,4.44026019007229,3.840488269101298,5.0,
bunns,0.0,4.0517038014815245,3.5888934570687696,5.0,
bunny,3.88,3.4405735382662543,3.4379578648719686,4.0,4.0
bunts,1.92,4.7959612843856165,4.402041093256552,5.0,
bunty,2.15,4.186113685283005,4.233854265311393,4.0,
bunya,1.37,4.329898526728442,4.17774674740967,4.0,
buoys,2.77,4.65651708990533,4.181205642009348,5.0,
buppy,0.0,3.127869086935154,3.055461692338016,5.0,
buran,1.65,4.804714066282211,4.79365253868829,4.0,
buras,1.38,5.286001781714679,4.74463713372996,3.0,
burbs,2.41,4.108190540594335,3.645551571598275,4.0,
burds,1.05,4.793555121529467,4.293004455292631,3.0,
buret,1.15,4.95444731419194,5.13710539236211,3.0,
burfi,0.0,4.035413920566723,4.030002172819136,4.0,
burgh,2.86,3.900600919799668,4.09251755278711,3.0,
burgs,1.56,4.631770858953948,4.205582116699362,5.0,
burin,1.86,4.58749114213586,4.651060888078764,4.0,
burka,2.59,4.455305023033024,4.2239439025541055,4.0,
burke,3.87,4.560171529978112,4.546182538906408,4.0,
burks,2.37,4.622050073419198,4.062271317858651,4.0,
burls,1.61,4.958926786394064,4.585331623534358,4.0,
burly,2.82,4.350705030205338,4.4199044926735125,5.0,4.0
burns,4.24,4.938099308416561,4.534597821198789,4.0,
burnt,4.03,4.509806262038157,4.76266167084236,4.0,3.0
buroo,0.0,4.024219447799163,3.972077888548466,4.0,
burps,2.26,4.728659374656246,4.254294623500381,3.0,
burqa,2.58,3.912072966183882,3.804819584896997,5.0,
burra,2.06,4.114351334364946,4.081515050611725,4.0,
burro,2.35,3.93355845544956,4.003409209962395,4.0,
burrs,2.22,4.287255876431607,3.915648451071717,4.0,
burry,2.3,3.676836702396247,3.760039739536215,5.0,
bursa,2.6,4.997481611146938,4.762177199257295,3.0,
burse,1.63,5.096192526500976,5.084485220367081,4.0,
burst,4.15,4.740698760295502,4.822773804560304,4.0,3.0
busby,2.68,3.51217217839273,3.2628548658238623,4.0,
bused,2.11,4.811131808277336,4.553112873927256,4.0,4.0
buses,4.02,4.613059976076597,3.969387043763769,4.0,
bushy,2.98,4.050928986008611,3.883565699809537,4.0,4.0
busks,1.21,3.8553750345110376,3.104603868355268,5.0,
busky,0.0,4.025249274682548,3.6694976786191646,5.0,
bussu,0.0,3.157326135052703,2.7881116457621964,4.0,
busti,1.19,4.606154248401278,4.36866140522724,4.0,
busts,3.17,4.207311705330193,3.6570010384026608,5.0,
busty,3.07,4.385409291686607,4.223496991429565,4.0,
butch,3.37,3.7583833298312506,4.114678974384786,4.0,4.0
buteo,1.63,4.812214650830284,4.836605099522699,4.0,
butes,1.04,5.189970579396281,4.787349461994364,4.0,
butle,0.0,4.733085635930624,4.9846912900477465,4.0,
butoh,1.64,4.181002269470403,4.353786003760875,4.0,
butte,3.09,4.034051419149197,4.233055446313322,4.0,3.0
butts,3.53,4.086704023849495,3.740487623708879,4.0,
butty,1.99,3.4785035943915834,3.5738682157626016,4.0,
butut,0.0,2.831559155577967,3.036990721859272,4.0,
butyl,2.5,4.03851894433722,4.250875688199571,4.0,
buxom,2.38,3.446481591887213,3.302559025392814,4.0,4.0
buyer,4.03,4.596957239639143,4.652071884823793,5.0,4.0
buyin,2.35,4.155551855373108,4.193347736061041,4.0,
buzzy,2.46,2.5400919193541087,2.4098677771644503,5.0,
bwana,1.97,3.730274206139027,3.6338205276110127,4.0,
bwazi,0.0,3.517611217480577,3.363564371352933,5.0,
byded,0.0,3.641554521231981,3.564004928983033,4.0,
bydes,0.0,4.814940303243404,4.30601843224083,4.0,
byked,0.0,4.056933683704811,3.859992370174322,5.0,
bykes,0.0,4.636883865226218,4.021820911526629,4.0,
bylaw,2.6,4.008472317759559,4.0013286030589335,4.0,4.0
byres,1.81,5.188516675793991,4.731454078975978,4.0,
byrls,0.0,4.756485262021151,4.403723404497765,4.0,
byssi,0.0,3.840007402985371,3.44556708513892,4.0,
bytes,3.26,4.993960274631687,4.598329054623614,4.0,
byway,2.23,3.2056595861870942,3.104220881212294,4.0,
caaed,0.0,4.679033261200359,4.684491590814575,4.0,
cabal,3.04,4.113089467689103,4.187988839209181,5.0,4.0
cabas,1.19,4.569672842650567,4.043423234731848,5.0,
cabby,1.95,3.5814645461098125,3.6027192001706525,4.0,4.0
caber,1.91,5.077371022147624,5.225993059062977,5.0,
cabin,4.13,4.674350699266054,4.755960723790253,3.0,3.0
cable,4.54,4.995620414133853,5.251872286477452,4.0,3.0
cabob,0.0,3.8127465397842366,3.865659900593512,5.0,
caboc,0.0,3.838962195713602,3.9274800385204216,5.0,
cabre,0.0,5.105576849062733,5.348054508990481,4.0,
cacao,2.86,3.685391214313816,3.643954262568671,4.0,4.0
cacas,0.0,4.083409319073568,3.602408329097228,6.0,
cache,3.63,4.151203195348463,4.404527615636123,4.0,3.0
cacks,0.0,4.198549440944466,3.702158902963105,6.0,
cacky,0.0,3.5913152915583164,3.5291309381637794,5.0,
cacti,2.75,4.163690501841517,4.246664835344575,4.0,3.0
caddy,2.96,3.825711735915804,3.802526237975665,4.0,4.0
cadee,1.05,4.727823542132009,4.839063766651828,3.0,
cades,1.8,5.561483903542089,5.132621099039338,5.0,
cadet,3.35,5.149575210396474,5.36664909918952,3.0,3.0
cadge,1.41,4.79140610328165,4.947398349878648,3.0,
cadgy,0.0,4.26642387362853,4.30417365885823,4.0,
cadie,1.21,5.22330937812874,5.318997439028619,3.0,
cadis,0.0,5.31286433957217,4.826183843107187,4.0,
cadre,3.04,5.264675095981602,5.485844893500566,4.0,
caeca,1.35,3.8672908535050654,3.8875852150980807,4.0,
caese,0.0,5.0382215764017335,5.08107180035548,4.0,
cafes,3.33,5.243680398380718,4.892593434261049,5.0,
caffe,2.32,3.930552977867386,4.166183401790773,4.0,
caffs,0.0,3.993985466927996,3.650577792936,5.0,
caged,3.06,4.824732595400643,4.9105827650459535,5.0,
cager,1.54,5.0795314508161455,5.255463076516871,5.0,
cages,3.43,5.412993211050627,5.039612974795292,6.0,
cagey,2.39,4.803879386476931,4.859438058566976,4.0,3.0
cagot,0.0,4.695241279172554,4.958214793933687,4.0,
cahow,1.12,4.139352407626569,4.293973517856023,5.0,
caids,0.0,5.326761521402389,4.8785093955550165,4.0,
cains,1.66,5.473886522274857,5.124626772397405,4.0,
caird,2.18,5.075396576291096,5.192203386746046,4.0,
cairn,2.87,5.154309694608593,5.366075447753733,4.0,3.0
cajon,2.45,4.219032147675817,4.273248891682755,4.0,
cajun,2.99,4.009142484523072,4.068654442513615,4.0,
caked,2.7,4.78464585977184,4.699340664672765,5.0,
cakes,3.85,5.377956196212261,4.837057568490804,5.0,
cakey,2.12,4.765253226785026,4.650624719091288,4.0,
calfs,1.59,4.898830308653383,4.586151092461321,5.0,
calid,0.0,4.96550437024139,4.977251448828589,5.0,
calif,3.83,4.56329532050449,4.707903927336582,4.0,
calix,1.6,4.321840456740903,4.366922128318582,4.0,
calks,1.21,5.063633778277151,4.587545333099394,5.0,
calla,2.36,3.7575703894825936,3.7759790786306873,4.0,
calle,2.91,4.634905212045937,4.922077566613468,4.0,
calls,4.91,4.699322196745537,4.4122791891562345,5.0,
calms,2.98,5.184873610959791,4.755023006330339,4.0,
calmy,1.35,4.577510814313981,4.596751978595504,4.0,
calos,0.0,5.493831209410414,5.116722243541981,5.0,
calpa,0.0,4.251369179647434,4.17403187755705,4.0,
calps,0.0,5.189297883426466,4.803517173074151,4.0,
calve,1.96,4.727657235185187,4.989845817260505,4.0,
calyx,2.45,3.932805573583324,4.010271837300584,3.0,
caman,0.0,4.229555791673714,4.163341294126712,3.0,
camas,2.14,4.704847303282097,4.102909392058566,5.0,
camel,3.64,5.1087168940159575,5.213508957601338,4.0,3.0
cameo,3.48,5.124461055043977,5.0681254838179015,3.0,3.0
cames,1.51,5.54950024743362,5.05479210480271,5.0,
camis,1.37,5.282386625515497,4.746588872726391,4.0,
camos,1.7,5.25861325194728,4.745956299243758,4.0,
campi,1.88,4.515620999519999,4.366854989380378,3.0,
campo,2.87,4.538217225354229,4.450092027098745,3.0,
camps,4.19,4.937324469290568,4.413267846346681,5.0,
campy,2.51,4.328477925088188,4.265244022146527,3.0,
camus,2.88,5.038592841375806,4.521703133238107,4.0,
canal,4.22,4.44941116502696,4.543635457236484,4.0,3.0
cando,1.64,4.821138270812922,4.813463956734051,4.0,
candy,4.29,4.608758086322601,4.603579537563576,3.0,3.0
caned,2.18,5.1689323550508055,5.233628172485717,4.0,
caneh,0.0,5.028493902793566,5.21526144369699,4.0,
caner,1.8,5.410403306113873,5.557111510662314,5.0,
canes,3.11,5.753191023552713,5.368067441355103,5.0,
cangs,0.0,5.033227136488756,4.662350014810199,6.0,
canid,1.74,4.937901297937344,4.912533980161371,4.0,
canna,2.49,3.716407843193885,3.6538315480665,4.0,
canns,0.0,4.651650115924529,4.289257065368326,4.0,
canny,2.89,4.049457034242768,4.124137284809984,4.0,4.0
canoe,3.5,5.359458974208484,5.514715531974433,3.0,3.0
canon,4.11,4.2860180180958,4.370059867185152,4.0,4.0
canso,1.84,5.195716524939843,5.090909801117855,4.0,
canst,2.34,5.161453362198191,5.263720958682148,3.0,
canti,1.62,4.984672304171423,5.033887939013361,3.0,
canto,2.81,5.00808127451344,5.124327209893694,4.0,
cants,1.68,5.395856359187277,5.085696880756916,4.0,
canty,1.95,4.796106906939536,4.908528493717163,4.0,
capas,1.4,4.689734937932271,4.165520535187704,5.0,
capax,1.11,3.486205463330576,3.403815307611981,4.0,
caped,2.36,4.931414623757059,4.971307939368656,4.0,
caper,2.86,5.190898700490027,5.330958422031462,4.0,3.0
capes,3.0,5.529422004736066,5.110867662700322,5.0,
capex,2.32,4.33434680093833,4.368944280175784,4.0,
caphs,0.0,4.828771115377225,4.457582949117654,4.0,
capiz,1.85,4.100867032974859,4.037201352607581,4.0,
caple,1.42,5.110321784114627,5.356821798686485,4.0,
capon,2.19,4.758670305610402,4.857082939326879,4.0,
capos,1.87,5.240077434370885,4.803072385852519,5.0,
capot,0.0,4.812536475306455,5.027703855742193,4.0,
capri,3.06,4.863772229062448,4.903479339859706,4.0,
capul,0.0,4.56874503367969,4.741310169760683,4.0,
caput,2.08,4.589707131548915,4.8028613800108,4.0,3.0
carap,0.0,4.39844797628917,4.428293607183271,4.0,
carat,3.15,4.67718684492093,4.85726754743413,3.0,3.0
carbo,2.31,4.814293733152571,4.871573211219564,4.0,
carbs,3.36,5.200917781712041,4.82063125093422,5.0,
carby,1.7,4.602936500071035,4.662341008981572,4.0,
cardi,2.77,4.986845909803115,4.937048010374558,4.0,
cards,4.76,5.386372880838307,4.974791110174595,5.0,
cardy,1.98,4.796959372570453,4.812669272141816,4.0,
cared,4.11,5.348118751234387,5.428515561975708,4.0,
carer,2.86,4.798958358654279,4.962465268189264,5.0,
cares,4.4,5.929949227245957,5.560079871397574,3.0,
caret,1.91,5.526262192616866,5.778206935929556,2.0,
carex,2.17,4.747104815803001,4.817950399301239,4.0,
cargo,4.19,4.84043085128706,4.945546896528858,4.0,3.0
carks,0.0,5.212552828444901,4.742254810795617,5.0,
carle,2.53,5.496198476099255,5.7693644067317456,4.0,
carls,1.93,5.551775315219554,5.267876509942968,5.0,
carne,2.76,5.47833870588068,5.716172306916546,4.0,
carns,1.36,5.532619783416882,5.242029829601788,4.0,
carny,1.97,4.942137684356475,5.075879899609016,3.0,
carob,2.11,4.823421524491078,4.9339076844041525,4.0,
carol,4.02,5.173589198617759,5.390655203708905,4.0,3.0
carom,1.97,4.9620576097830495,5.009574484837915,3.0,
caron,2.65,5.166183149942432,5.322953411225735,3.0,
carpe,2.64,5.279745711447036,5.456652395397209,3.0,
carpi,2.02,4.923825654455643,4.905322746526522,4.0,
carps,1.85,5.337599588632183,4.960953570167854,4.0,
carrs,1.7,4.881958306023856,4.605964353897272,5.0,
carry,4.89,4.283188591669414,4.434178450676447,4.0,3.0
carse,1.7,5.682396732285407,5.765433183401706,3.0,
carta,2.91,4.652258857389647,4.68461701959672,3.0,
carte,3.16,5.522400241515814,5.79510733491388,3.0,
carts,3.45,5.578408021176672,5.311180406252564,4.0,
carve,3.41,4.8797395715864536,5.130888006315978,4.0,3.0
carvy,0.0,4.348944688538357,4.4897673534566565,4.0,
casas,2.66,4.327818681316715,3.67464681498547,5.0,
casco,2.23,4.379672877248807,4.256640069255374,4.0,
cased,2.58,5.370883738427519,5.203227373988057,5.0,
caser,0.0,5.629430872291083,5.565829029663566,5.0,
cases,5.04,5.169503354530858,4.629935385047776,5.0,
casks,2.71,4.448197284476179,3.782743045735792,4.0,
casky,0.0,4.617025926294734,4.337532094903764,4.0,
caste,3.6,5.548012543994595,5.571255323961437,3.0,3.0
casts,3.58,4.808696775689369,4.34606894300507,5.0,
casus,2.2,4.6594914987732166,4.087677212769582,5.0,
catch,4.87,3.7953240735544016,4.112376439722237,5.0,3.0
cater,3.55,5.409881959257265,5.648077618641171,4.0,3.0
cates,2.58,5.746363871643066,5.43234554910756,3.0,
catty,2.56,4.088430839340652,4.249360668149776,4.0,4.0
cauda,1.93,4.167091794992398,4.044003225363283,4.0,
cauks,0.0,4.928760280541695,4.401610180104544,4.0,
cauld,1.29,4.732766998666118,4.851334404256092,4.0,
caulk,2.29,4.49352029988154,4.574863908658558,4.0,4.0
cauls,0.0,5.296304566063405,4.984935233915993,4.0,
caums,0.0,5.04621024876046,4.572785349677203,5.0,
caups,0.0,5.052717838822893,4.622273723480746,5.0,
cauri,0.0,4.9476488073861455,4.998672068606481,5.0,
causa,2.55,4.5402847519824,4.323003166138291,4.0,
cause,5.35,5.365173307292889,5.410047227701636,3.0,3.0
cavas,1.11,4.310998603967113,3.862517784840243,6.0,
caved,2.98,4.550864741543282,4.649768157337673,5.0,
cavel,0.0,4.704248263352577,4.934471992782752,4.0,
caver,1.77,4.80452867762104,5.000321325465338,6.0,
caves,3.69,5.143429726849355,4.790098049906824,5.0,
cavie,0.0,4.78573414639324,4.950533777645237,4.0,
cavil,2.04,4.438611167003296,4.63618540620316,4.0,3.0
cavus,1.21,4.642383875666843,4.270837686073678,6.0,
cawed,0.0,4.6678009272711165,4.728184130111347,4.0,
cawks,0.0,4.537174369350549,4.028294719298615,5.0,
caxon,0.0,4.2198871441758605,4.309582700378092,5.0,
cease,4.03,5.006127832911186,5.104937656602057,4.0,3.0
ceaze,0.0,4.097482625286528,4.254205449018024,4.0,
cebid,0.0,4.521713032869344,4.563904567853571,4.0,
cecal,1.5,4.364071208402068,4.588905454807717,5.0,
cecum,1.81,3.670033338507796,3.781719023805092,4.0,
cedar,3.76,5.139930542908629,5.334608744840711,4.0,3.0
ceded,3.03,3.589925810271439,3.724603447062337,4.0,
ceder,1.35,4.447926916008617,4.657268214753433,4.0,
cedes,2.09,4.772632554718963,4.42965374992442,5.0,
cedis,1.72,5.253742224488109,4.841134652757774,4.0,
ceiba,1.88,4.889525950502719,4.910337318544701,5.0,
ceili,1.42,4.306036134338566,4.4704092960328285,4.0,
ceils,0.0,5.47973522216014,5.256603075506733,4.0,
celeb,3.0,4.183646758174377,4.389302214060394,4.0,
cella,2.1,4.475349123694113,4.619468578952119,4.0,
celli,1.74,4.247895004796991,4.405983398293779,4.0,
cello,3.29,4.291504136100808,4.475592925428069,4.0,4.0
cells,4.75,4.653878500066692,4.429182995156899,4.0,
celly,1.95,4.0415434887461945,4.211900295994116,4.0,
celom,0.0,4.786892333570579,4.859506529752596,4.0,
celts,2.82,5.375402541497966,5.1634456471064105,4.0,
cense,1.36,4.72542382434451,4.807118463613314,4.0,
cento,2.27,4.989774186668541,5.147027337159257,4.0,
cents,4.36,5.340967525030867,5.097180643308862,4.0,
centu,1.21,4.708845094241739,4.918649062652396,4.0,
ceorl,0.0,5.147889907070686,5.467230557313871,4.0,
cepes,1.01,4.740621250682388,4.404700991717375,4.0,
cerci,1.96,4.286536142536512,4.423554557250451,4.0,
cered,0.0,4.569284772723725,4.736250434413271,4.0,
ceres,2.86,5.147053648097879,4.867652999594892,3.0,
cerge,0.0,4.380876493414862,4.639225160104684,5.0,
ceria,1.69,5.413799172687872,5.437555476252481,4.0,
ceric,1.28,4.329926295617571,4.487641871904284,4.0,
cerne,1.54,4.6987755670580285,4.984106278293767,4.0,
ceroc,0.0,4.3456089487844025,4.522530407856968,5.0,
ceros,1.03,5.618355637849453,5.280357592477883,4.0,
certs,2.22,5.525295169866842,5.31087868337119,3.0,
certy,0.0,4.9223280241110565,5.096215162740678,3.0,
cesse,0.0,4.175001796880768,4.075310939615608,5.0,
cesta,1.46,5.3746043251196935,5.295885290848241,4.0,
cesti,0.0,5.157240180826191,5.066482973947039,4.0,
cetes,0.0,4.95723654701991,4.724804572321316,4.0,
cetyl,1.47,4.598455500107067,4.889612509115406,4.0,
cezve,0.0,3.18423061681594,3.354155948281943,5.0,
chaap,0.0,3.8347571771487177,3.988843801280338,4.0,
chaat,1.87,4.1145537594093495,4.41809775548438,4.0,
chace,2.31,4.075840354181981,4.469011158046572,5.0,
chack,1.26,3.3372522008091794,3.5316933607541503,4.0,
chaco,2.49,3.766918863234164,4.030290601325204,3.0,
chado,0.0,4.435877820918977,4.608121346915654,4.0,
chads,1.98,4.803062611973887,4.5242652682644415,5.0,
chafe,2.4,4.396478969849438,4.802949407656407,5.0,4.0
chaff,2.75,3.149330582689973,3.492736446900147,4.0,4.0
chaft,0.0,4.042213877766913,4.533929419761211,4.0,
chain,4.65,4.607556767630741,4.8989792221057655,3.0,3.0
chair,4.69,4.772677530619422,5.136667158556862,4.0,4.0
chais,1.41,5.077491764139627,4.82293245048119,5.0,
chalk,3.69,4.1955089666242,4.454940128413636,4.0,4.0
chals,0.0,4.9934987675407685,4.859023858140481,4.0,
champ,3.9,4.035467335883376,4.242220893233045,4.0,3.0
chams,1.43,4.747640587757501,4.454823609534908,4.0,
chana,2.32,4.039220152928051,4.189045208819652,4.0,
chang,3.73,4.136791343572397,4.4727578361412,4.0,
chank,1.35,4.149845340571667,4.363202663748918,4.0,
chant,3.6,4.528158640305481,5.016102595776253,3.0,4.0
chaos,4.27,5.074924040646579,4.819140854794615,4.0,4.0
chape,1.41,4.683051826994465,5.008157890772425,5.0,
chaps,3.12,4.752300478127957,4.498391888344139,5.0,
chapt,1.47,4.329329930659943,4.737057621010878,4.0,
chara,2.82,4.177076743864349,4.357264071667089,4.0,
chard,2.71,4.539851160203845,4.845118299591201,5.0,4.0
chare,1.38,5.026368396391733,5.457291799256296,4.0,
chark,1.38,4.297008895780827,4.557312833699758,4.0,
charm,4.12,4.408509925937683,4.716685410136406,5.0,4.0
charr,1.91,3.985759777919708,4.457070116914991,5.0,
chars,2.5,5.087663637892468,4.944016790298891,5.0,
chart,4.47,4.673629755578109,5.200346710487446,4.0,3.0
chary,1.64,4.495610016931935,4.8273269776151455,4.0,
chase,4.44,5.087969622775489,5.283209966891617,4.0,3.0
chasm,2.96,4.505599434080102,4.549175612793448,4.0,3.0
chats,3.37,4.990523723425992,4.842139784123869,3.0,
chava,1.87,3.4474640775419503,3.6040715510693846,5.0,
chave,1.41,4.282896696469041,4.684907062550397,6.0,
chavs,2.11,4.361349459275044,4.209174627587819,6.0,
chawk,1.05,3.647889631043821,3.845120752979536,5.0,
chawl,1.3,3.997838362163608,4.425448468438559,4.0,
chaws,0.0,4.447961479127717,4.257441198341367,4.0,
chaya,2.16,3.7809619896281097,3.8839012644602566,4.0,
chays,0.0,4.674163943538287,4.492489357349428,5.0,
cheap,4.71,4.531003226687704,4.765589927518154,4.0,3.0
cheat,4.06,4.810288619816562,5.180961406014953,4.0,3.0
cheba,1.02,4.386056193874476,4.556019126000248,4.0,
check,5.31,3.281393775380069,3.469207277660965,5.0,4.0
chedi,1.78,4.342069846198417,4.49880503149652,4.0,
cheeb,0.0,3.780970605199209,4.062740535041916,5.0,
cheek,3.96,3.8092493046491054,3.9781943714196863,5.0,4.0
cheep,2.47,3.90883092936151,4.206652668013769,5.0,
cheer,4.06,4.2640165545842255,4.628732851306347,5.0,4.0
cheet,0.0,4.185321039982852,4.619598613904181,4.0,
chefs,3.64,4.405196943649079,4.249178848803335,4.0,
cheka,1.85,4.401895319924936,4.445419120479253,4.0,
chela,1.98,4.769540327753607,5.042662837782389,4.0,
chelp,0.0,4.243591078669939,4.637967452854467,4.0,
chemo,3.25,4.34238874174123,4.491674350657996,4.0,
chems,1.81,4.69034387766518,4.417549358296228,5.0,
chere,1.85,4.259614052811069,4.699053536318959,4.0,
chert,2.26,4.621797657528843,5.148975780379852,4.0,
chess,3.94,4.315469511852992,4.029569725736435,4.0,3.0
chest,4.52,4.695852686281807,4.960810539930652,4.0,3.0
cheth,0.0,3.6784881931480897,4.045338115224396,4.0,
chevy,3.53,3.696323667117077,4.007163221705255,5.0,
chews,2.78,4.390091840505158,4.218840382498826,4.0,
chewy,2.94,3.787954877680468,4.070532910373113,5.0,
chiao,2.15,4.672405312048017,4.803044985168871,3.0,
chias,0.0,5.092577423696056,4.798430786828627,5.0,
chiba,2.64,4.246695629726454,4.361622026239656,4.0,
chibs,1.66,4.410005697428127,4.172343243771821,5.0,
chica,2.77,3.7719156164361394,3.946964734671801,4.0,
chich,1.41,2.655020893118701,3.005752945032106,4.0,
chick,4.08,3.1265163291600424,3.3293229014412264,4.0,3.0
chico,3.21,3.5808845855952973,3.8368158455037737,4.0,
chics,1.57,3.936239448396008,3.7754296410976735,4.0,
chide,2.18,4.539632368619007,4.837758900981582,4.0,4.0
chief,5.11,4.240835827909884,4.570626214898673,4.0,4.0
chiel,1.12,4.753565493573807,5.141240057149954,4.0,
chiko,1.74,4.072529252536181,4.148126819419222,4.0,
chiks,0.0,4.421858090295673,4.081988200717429,4.0,
child,5.3,4.232872453913066,4.551481839951379,4.0,4.0
chile,4.06,4.739129782004923,5.184259640610053,4.0,
chili,3.73,3.610662661371966,3.896202361029513,4.0,4.0
chill,4.18,3.62572734294402,4.0933302904210604,5.0,5.0
chimb,0.0,3.7056756412213545,3.9066410054585634,4.0,
chime,3.14,4.489916131169126,4.759570487699658,4.0,4.0
chimo,1.48,4.185208463557156,4.319444178389448,4.0,
chimp,2.95,3.829425898712624,4.045456926553259,4.0,
china,5.1,4.577406692577895,4.759236635322401,3.0,3.0
chine,2.52,4.688840704826154,5.070584990307497,5.0,
ching,3.37,3.91811068755784,4.249111950653491,4.0,
chink,2.61,3.9355783284125714,4.148095898525131,4.0,
chino,3.02,4.386366482208395,4.644182855697607,3.0,
chins,2.69,4.736944649499043,4.577586570483696,4.0,
chips,4.21,4.546012693326495,4.30463684253471,4.0,
chirk,1.81,4.093800638373183,4.355443117091753,5.0,
chirl,0.0,4.416728384764169,4.890225840116926,5.0,
